Year,Player,Team,CapHit,CashSpent
"2,026",Ezekiel Elliott,Cowboys,"16,600,000","16,600,000"
"2,025",Alvin Kamara,Saints,"25,000,000","25,000,000"
"2,025",Ezekiel Elliott,Cowboys,"15,400,000","15,400,000"
"2,025",Dalvin Cook,Vikings,"13,500,000","13,500,000"
"2,025",Christian McCaffrey,Panthers,"12,200,000","12,200,000"
"2,024",Christian McCaffrey,Panthers,"16,300,000","12,000,000"
"2,024",Dalvin Cook,Vikings,"15,601,273","12,500,000"
"2,024",Alvin Kamara,Saints,"14,800,000","11,800,000"
"2,024",Joe Mixon,Bengals,"13,133,205","10,383,205"
"2,024",Ezekiel Elliott,Cowboys,"12,600,000","10,000,000"
"2,023",Christian McCaffrey,Panthers,"16,300,000","12,000,000"
"2,023",Derrick Henry,Titans,"15,500,000","12,500,000"
"2,023",Ezekiel Elliott,Cowboys,"15,000,000","10,900,000"
"2,023",Dalvin Cook,Vikings,"14,101,272","11,000,000"
"2,023",Alvin Kamara,Saints,"14,000,000","11,000,000"
"2,023",Joe Mixon,Bengals,"12,850,000","10,100,000"
"2,023",Tarik Cohen,Bears,"7,500,000","5,750,000"
"2,023",Austin Ekeler,Chargers,"7,250,000","5,750,000"
"2,023",Clyde Edwards-Helaire,Chiefs,"3,443,229",0
"2,023",D'Andre Swift,Lions,"2,716,929","1,774,399"
"2,023",Jonathan Taylor,Colts,"2,491,095","1,677,613"
"2,023",Cam Akers,Rams,"1,964,150","1,451,779"
"2,023",J.K. Dobbins,Ravens,"1,823,003","1,391,287"
"2,023",A.J. Dillon,Packers,"1,681,855","1,330,795"
"2,023",Antonio Gibson,Washington,"1,569,476","1,282,633"
"2,023",Ke'Shawn Vaughn,Buccaneers,"1,465,713","1,210,986"
"2,023",Zack Moss,Bills,"1,397,865","1,169,260"
"2,023",Darrynton Evans,Titans,"1,347,116","1,127,700"
"2,023",Joshua Kelley,Chargers,"1,205,086","1,010,000"
"2,023",La'Mical Perine,Jets,"1,196,336","1,010,000"
"2,023","Anthony McFarland, Jr.",Steelers,"1,190,608","1,010,000"
"2,023",Lynn Bowden,Dolphins,"1,189,000","1,189,000"
"2,023",DeeJay Dallas,Seahawks,"1,133,600","1,010,000"
"2,023",Eno Benjamin,Cardinals,"1,035,679","1,010,000"
"2,023",Jason Huntley,Eagles,"1,010,000","1,010,000"
"2,022",Ezekiel Elliott,Cowboys,"16,500,000","12,400,000"
"2,022",Derrick Henry,Titans,"15,000,000","12,000,000"
"2,022",Alvin Kamara,Saints,"14,500,000","11,500,000"
"2,022",Christian McCaffrey,Panthers,"12,900,000","8,600,000"
"2,022",Dalvin Cook,Vikings,"12,001,272","8,900,000"
"2,022",Joe Mixon,Bengals,"11,450,000","8,700,000"
"2,022",Austin Ekeler,Chargers,"6,500,000","5,000,000"
"2,022",Kareem Hunt,Browns,"6,250,000","6,250,000"
"2,022",Tarik Cohen,Bears,"5,750,000","4,000,000"
"2,022",Latavius Murray,Saints,"4,300,000","3,450,000"
"2,022",Josh Jacobs,Raiders,"3,796,990","2,122,281"
"2,022",Clyde Edwards-Helaire,Chiefs,"2,951,339","1,593,780"
"2,022",D'Andre Swift,Lions,"2,328,796","1,386,266"
"2,022",Jonathan Taylor,Colts,"2,135,224","1,321,742"
"2,022",Miles Sanders,Eagles,"1,705,528","1,225,941"
"2,022",Cam Akers,Rams,"1,683,557","1,171,186"
"2,022",J.K. Dobbins,Ravens,"1,562,574","1,130,858"
"2,022",A.J. Dillon,Packers,"1,441,590","1,090,530"
"2,022",Antonio Gibson,Washington,"1,345,265","1,058,422"
"2,022",Darrell Henderson,Rams,"1,333,265","1,060,601"
"2,022",Ke'Shawn Vaughn,Buccaneers,"1,297,091","1,042,364"
"2,022",Zack Moss,Bills,"1,237,355","1,008,750"
"2,022",David Montgomery,Bears,"1,226,545","965,000"
"2,022",Darrynton Evans,Titans,"1,224,416","1,005,000"
"2,022",Devin Singletary,Bills,"1,223,956","965,000"
"2,022",Damien Harris,Patriots,"1,186,534","965,000"
"2,022",Alexander Mattison,Vikings,"1,170,545","965,000"
"2,022",Justice Hill,Ravens,"1,150,414","965,000"
"2,022",Benjamin Snell Jr.,Steelers,"1,140,517","965,000"
"2,022",Tony Pollard,Cowboys,"1,132,582","965,000"
"2,022",Joshua Kelley,Chargers,"1,090,086","895,000"
"2,022",Bryce Love,Washington,"1,083,583","895,000"
"2,022",La'Mical Perine,Jets,"1,081,336","895,000"
"2,022","Anthony McFarland, Jr.",Steelers,"1,075,608","895,000"
"2,022",Ryquell Armstead,Jaguars,"1,051,769","965,000"
"2,022",Qadree Ollison,Falcons,"1,042,891","965,000"
"2,022",Lynn Bowden,Dolphins,"1,038,128","1,038,128"
"2,022",DeeJay Dallas,Seahawks,"1,018,600","895,000"
"2,022",Trayveon Williams,Bengals,"1,010,496","965,000"
"2,022",Darwin Thompson,Chiefs,"1,006,960","975,000"
"2,022",Travis Homer,Seahawks,"1,000,840","965,000"
"2,022",Myles Gaskin,Dolphins,"986,777","965,000"
"2,022",Ty Johnson,Jets,"965,000","965,000"
"2,022",Eno Benjamin,Cardinals,"920,679","895,000"
"2,022",Rico Dowdle,Cowboys,"898,334","895,000"
"2,022",Xavier Jones,Rams,"898,000","895,000"
"2,022",Patrick Taylor,Packers,"897,334","895,000"
"2,022",James Robinson,Jaguars,"896,668","895,000"
"2,022",Raymond Calais,Rams,"895,000","895,000"
"2,022",J.J. Taylor,Patriots,"895,000","895,000"
"2,022",LeVante Bellamy,Broncos,"895,000","895,000"
"2,022",Jason Huntley,Eagles,"895,000","895,000"
"2,021",Ezekiel Elliott,Cowboys,"13,700,000","9,600,000"
"2,021",Derrick Henry,Titans,"13,500,000","10,500,000"
"2,021",Christian McCaffrey,Panthers,"12,537,500","8,237,500"
"2,021",Saquon Barkley,Giants,"10,095,602","4,903,829"
"2,021",David Johnson,Texans,"9,000,000","9,000,000"
"2,021",Melvin Gordon,Broncos,"9,000,000","7,000,000"
"2,021",Joe Mixon,Bengals,"8,450,000","8,700,000"
"2,021",Mark Ingram,Ravens,"6,333,334","5,000,000"
"2,021",Austin Ekeler,Chargers,"5,750,000","4,250,000"
"2,021",Dalvin Cook,Vikings,"5,201,272","2,100,000"
"2,021",Duke Johnson,Texans,"5,150,000","5,150,000"
"2,021",Kareem Hunt,Browns,"5,000,000","5,000,000"
"2,021",Alvin Kamara,Saints,"5,000,000","2,000,000"
"2,021",Jordan Howard,Dolphins,"5,000,000","5,000,000"
"2,021",Giovani Bernard,Bengals,"4,766,667","4,100,000"
"2,021",Latavius Murray,Saints,"4,200,000","3,350,000"
"2,021",Raheem Mostert,49ers,"3,733,334","3,275,000"
"2,021",Jalen Richard,Raiders,"3,500,000","3,500,000"
"2,021",Rashaad Penny,Seahawks,"3,425,366","1,948,014"
"2,021",Josh Jacobs,Raiders,"3,254,563","1,579,854"
"2,021",Tarik Cohen,Bears,"3,250,000","1,500,000"
"2,021",Sony Michel,Patriots,"3,063,039","1,792,731"
"2,021",Damien Williams,Chiefs,"2,708,334","2,100,000"
"2,021",Clyde Edwards-Helaire,Chiefs,"2,459,449","1,101,890"
"2,021",Nick Chubb,Browns,"2,349,166","1,486,785"
"2,021",Ronald Jones II,Buccaneers,"2,250,158","1,444,353"
"2,021",Kerryon Johnson,Lions,"2,069,359","1,366,869"
"2,021",Jerick McKinnon,49ers,"2,000,000",0
"2,021",Brandon Bolden,Patriots,"1,987,500","1,500,000"
"2,021",D'Andre Swift,Lions,"1,940,663","998,133"
"2,021",Jonathan Taylor,Colts,"1,779,353","965,871"
"2,021",Peyton Barber,Washington,"1,640,000","1,340,000"
"2,021",Miles Sanders,Eagles,"1,461,881","982,294"
"2,021",Cam Akers,Rams,"1,402,964","890,593"
"2,021",J.K. Dobbins,Ravens,"1,302,145","870,429"
"2,021",Royce Freeman,Broncos,"1,219,255","970,000"
"2,021",A.J. Dillon,Packers,"1,201,325","850,265"
"2,021",Darrell Henderson,Rams,"1,151,496","878,832"
"2,021",Antonio Gibson,Washington,"1,121,054","834,211"
"2,021",David Montgomery,Bears,"1,111,577","850,032"
"2,021",Devin Singletary,Bills,"1,108,956","850,000"
"2,021",Nyheim Hines,Colts,"1,101,137","920,000"
"2,021",Ke'Shawn Vaughn,Buccaneers,"1,080,909","826,182"
"2,021",Ito Smith,Falcons,"1,075,218","920,000"
"2,021",Damien Harris,Patriots,"1,071,534","850,000"
"2,021",Alexander Mattison,Vikings,"1,055,545","850,000"
"2,021",Zack Moss,Bills,"1,048,256","819,651"
"2,021",Darrynton Evans,Titans,"1,036,770","817,354"
"2,021",Justice Hill,Ravens,"1,035,414","850,000"
"2,021",Chase Edmonds,Cardinals,"1,033,089","920,000"
"2,021",Benjamin Snell Jr.,Steelers,"1,025,517","850,000"
"2,021",Tony Pollard,Cowboys,"1,017,582","850,000"
"2,021",Elijhaa Penny,Giants,"990,000","990,000"
"2,021",Jordan Wilkins,Colts,"980,310","920,000"
"2,021",Joshua Kelley,Chargers,"975,086","780,000"
"2,021",Bryce Love,Washington,"968,583","780,000"
"2,021",La'Mical Perine,Jets,"966,336","780,000"
"2,021","Anthony McFarland, Jr.",Steelers,"960,608","780,000"
"2,021",Ryquell Armstead,Jaguars,"936,769","850,000"
"2,021",Qadree Ollison,Falcons,"927,891","850,000"
"2,021",Trenton Cannon,Panthers,"920,000","920,000"
"2,021",Justin Jackson,Chargers,"920,000","920,000"
"2,021",Jeremy McNichols,Titans,"920,000","920,000"
"2,021",DeeJay Dallas,Seahawks,"903,600","780,000"
"2,021",Trayveon Williams,Bengals,"895,496","850,000"
"2,021",Darwin Thompson,Chiefs,"891,960","860,000"
"2,021",Travis Homer,Seahawks,"885,840","850,000"
"2,021",Myles Gaskin,Dolphins,"871,777","850,000"
"2,021",Alec Ingold,Raiders,"853,334","850,000"
"2,021",Patrick Laird,Dolphins,"853,000","850,000"
"2,021",Ty Johnson,Jets,"850,000","850,000"
"2,021",Devine Ozigbo,Jaguars,"850,000","850,000"
"2,021",D'ernest Johnson,Browns,"850,000","850,000"
"2,021",Lynn Bowden,Dolphins,"824,064","824,064"
"2,021",Eno Benjamin,Cardinals,"805,679","780,000"
"2,021",Rico Dowdle,Cowboys,"783,333","780,000"
"2,021",Xavier Jones,Rams,"783,000","780,000"
"2,021",Patrick Taylor,Packers,"782,333","780,000"
"2,021",James Robinson,Jaguars,"781,666","780,000"
"2,021",JaMycal Hasty,49ers,"780,000","780,000"
"2,021",Salvon Ahmed,Dolphins,"780,000","780,000"
"2,021",Raymond Calais,Rams,"780,000","780,000"
"2,021",J.J. Taylor,Patriots,"780,000","780,000"
"2,021",Artavis Pierce,Bears,"780,000","780,000"
"2,021",LeVante Bellamy,Broncos,"780,000","780,000"
"2,021",Jason Huntley,Eagles,"780,000","780,000"
"2,021",Jonathan Ward,Cardinals,"780,000","780,000"
"2,020",David Johnson,Texans,"11,156,250","11,250,000"
"2,020",Ezekiel Elliott,Cowboys,"10,900,000","19,800,000"
"2,020",Saquon Barkley,Giants,"8,597,659","3,405,886"
"2,020",Kenyan Drake,Cardinals,"8,483,000","8,483,000"
"2,020",Christian McCaffrey,Panthers,"7,794,782","22,325,000"
"2,020",Melvin Gordon,Broncos,"7,000,000","9,000,000"
"2,020",Derrick Henry,Titans,"6,000,000","15,000,000"
"2,020",Todd Gurley,Falcons,"5,500,000","5,500,000"
"2,020",Mark Ingram,Ravens,"5,333,333","4,000,000"
"2,020",Austin Ekeler,Chargers,"5,000,000","9,500,000"
"2,020",Tevin Coleman,49ers,"4,868,750","4,900,000"
"2,020",Giovani Bernard,Bengals,"4,766,666","4,100,000"
"2,020",Jordan Howard,Dolphins,"4,750,000","4,750,000"
"2,020",Dalvin Cook,Vikings,"4,616,419","16,331,361"
"2,020",James White,Patriots,"4,593,750","3,500,000"
"2,020",Duke Johnson,Texans,"4,100,000","4,100,000"
"2,020",Alvin Kamara,Saints,"4,076,193","15,833,000"
"2,020",Latavius Murray,Saints,"4,050,000","3,200,000"
"2,020",Kareem Hunt,Browns,"4,009,000","4,009,000"
"2,020",Joe Mixon,Bengals,"3,850,938","11,325,000"
"2,020",Jalen Richard,Raiders,"3,625,000","3,500,000"
"2,020",Raheem Mostert,49ers,"3,333,333","3,125,000"
"2,020",Matt Breida,Dolphins,"3,259,000","3,259,000"
"2,020",Tarik Cohen,Bears,"3,041,289","8,133,000"
"2,020",Mike Davis,Panthers,"3,000,000","3,000,000"
"2,020",Rashaad Penny,Seahawks,"2,936,028","1,458,676"
"2,020",Rex Burkhead,Patriots,"2,925,000","2,000,000"
"2,020",Jerick McKinnon,49ers,"2,910,000","1,160,000"
"2,020",Carlos Hyde,Seahawks,"2,750,000","2,750,000"
"2,020",Josh Jacobs,Raiders,"2,712,136","1,037,427"
"2,020",Sony Michel,Patriots,"2,625,462","1,355,154"
"2,020",Leonard Fournette,Buccaneers,"2,500,000","2,000,000"
"2,020",Jamaal Williams,Packers,"2,274,498","2,133,000"
"2,020",Marlon Mack,Colts,"2,237,912","2,133,000"
"2,020",Aaron Jones,Packers,"2,182,002","2,133,000"
"2,020",Chris Carson,Seahawks,"2,149,285","2,133,000"
"2,020",Brian Hill,Falcons,"2,133,000","2,133,000"
"2,020",Nick Chubb,Browns,"2,013,571","1,151,190"
"2,020",Clyde Edwards-Helaire,Chiefs,"1,967,559","6,040,236"
"2,020",Ronald Jones II,Buccaneers,"1,928,707","1,122,902"
"2,020",T.J. Yeldon,Bills,"1,900,000","1,650,000"
"2,020",Kerryon Johnson,Lions,"1,773,736","1,071,246"
"2,020",Taiwan Jones,Bills,"1,656,250","1,750,000"
"2,020",D'Andre Swift,Lions,"1,552,530","4,380,120"
"2,020",Dion Lewis,Giants,"1,550,000","1,550,000"
"2,020",Jonathan Taylor,Colts,"1,423,482","3,863,928"
"2,020",Chris Thompson,Jaguars,"1,368,750","1,400,000"
"2,020",Peyton Barber,Washington,"1,360,000","1,660,000"
"2,020",Malcolm Brown,Rams,"1,312,500","1,100,000"
"2,020",Devonta Freeman,Giants,"1,224,118","1,224,118"
"2,020",Miles Sanders,Eagles,"1,218,234","738,647"
"2,020",Elijhaa Penny,Giants,"1,210,000","1,210,000"
"2,020",Cam Akers,Rams,"1,122,371","2,659,484"
"2,020",Royce Freeman,Broncos,"1,081,255","832,000"
"2,020",Adrian Peterson,Lions,"1,050,000","1,050,000"
"2,020",J.K. Dobbins,Ravens,"1,041,716","2,336,864"
"2,020",James Conner,Steelers,"1,001,572","825,000"
"2,020",A.J. Dillon,Packers,"961,060","2,014,240"
"2,020",Darrell Henderson,Rams,"959,580","686,916"
"2,020",David Montgomery,Bears,"945,681","684,136"
"2,020",Devin Singletary,Bills,"933,956","675,000"
"2,020",Nyheim Hines,Colts,"931,137","750,000"
"2,020",Wayne Gallman,Giants,"929,912","825,000"
"2,020",Ito Smith,Falcons,"905,218","750,000"
"2,020",Antonio Gibson,Washington,"896,843","1,757,372"
"2,020",Damien Harris,Patriots,"896,534","675,000"
"2,020",Devontae Booker,Raiders,"887,500","1,047,500"
"2,020",Anthony Sherman,Chiefs,"887,500","1,187,500"
"2,020",Ty Montgomery,Saints,"887,500","1,047,500"
"2,020",Dwayne Washington,Saints,"887,500","1,047,500"
"2,020",Tyler Ervin,Packers,"887,500","1,047,500"
"2,020",Ameer Abdullah,Vikings,"887,500","1,047,500"
"2,020",Alexander Mattison,Vikings,"880,545","675,000"
"2,020",Ke'Shawn Vaughn,Buccaneers,"864,727","1,628,908"
"2,020",Chase Edmonds,Cardinals,"863,089","750,000"
"2,020",Justice Hill,Ravens,"860,414","675,000"
"2,020",Benjamin Snell Jr.,Steelers,"850,517","675,000"
"2,020",Tony Pollard,Cowboys,"842,582","675,000"
"2,020",Zack Moss,Bills,"838,605","1,524,420"
"2,020",Darrynton Evans,Titans,"829,416","1,487,664"
"2,020",Samaje Perine,Bengals,"825,000","825,000"
"2,020",Corey Clement,Eagles,"825,000","825,000"
"2,020",Jordan Wilkins,Colts,"810,310","750,000"
"2,020",Joshua Kelley,Chargers,"805,086","1,390,344"
"2,020",La'Mical Perine,Jets,"796,336","1,355,344"
"2,020","Anthony McFarland, Jr.",Steelers,"790,608","1,332,432"
"2,020",Ryquell Armstead,Jaguars,"761,769","675,000"
"2,020",Darrel Williams,Chiefs,"755,000","750,000"
"2,020",Phillip Lindsay,Broncos,"755,000","750,000"
"2,020",Qadree Ollison,Falcons,"752,891","675,000"
"2,020",Mike Boone,Vikings,"752,500","750,000"
"2,020",Buddy Howell,Texans,"750,000","750,000"
"2,020",Trenton Cannon,Panthers,"750,000","750,000"
"2,020",Jeff Wilson,49ers,"750,000","750,000"
"2,020",LeSean McCoy,Buccaneers,"750,000","1,050,000"
"2,020",Boston Scott,Eagles,"750,000","750,000"
"2,020",Justin Jackson,Chargers,"750,000","750,000"
"2,020",Frank Gore,Jets,"750,000","1,050,000"
"2,020",Gus Edwards,Ravens,"750,000","750,000"
"2,020",T.J. Logan,Buccaneers,"750,000","750,000"
"2,020",DeeJay Dallas,Seahawks,"733,600","1,104,400"
"2,020",Trayveon Williams,Bengals,"720,496","675,000"
"2,020",Darwin Thompson,Chiefs,"716,460","684,500"
"2,020",Travis Homer,Seahawks,"710,840","675,000"
"2,020",Le'Veon Bell,Chiefs,"705,882","705,882"
"2,020",Myles Gaskin,Dolphins,"696,777","675,000"
"2,020",Alec Ingold,Raiders,"678,333","675,000"
"2,020",Patrick Laird,Dolphins,"678,000","675,000"
"2,020",Dare Ogunbowale,Jaguars,"675,000","675,000"
"2,020",Ryan Nall,Bears,"675,000","675,000"
"2,020",D'ernest Johnson,Browns,"675,000","675,000"
"2,020",Jeremy McNichols,Titans,"661,765","661,765"
"2,020",Eno Benjamin,Cardinals,"635,679","712,716"
"2,020",Bryce Love,Washington,"625,642","437,059"
"2,020",Dontrell Hilliard,Browns,"617,647","617,647"
"2,020",Rico Dowdle,Cowboys,"613,333","620,000"
"2,020",Xavier Jones,Rams,"613,000","619,000"
"2,020",James Robinson,Jaguars,"611,666","615,000"
"2,020",Raymond Calais,Rams,"610,000","610,000"
"2,020",Lynn Bowden,Dolphins,"610,000","610,000"
"2,020",J.J. Taylor,Patriots,"610,000","610,000"
"2,020",Jason Huntley,Eagles,"610,000","610,000"
"2,020",Devine Ozigbo,Jaguars,"586,765","586,765"
"2,020",DeAndre Washington,Chiefs,"573,529","695,882"
"2,020",Ty Johnson,Jets,"555,882","555,882"
"2,020",Senorise Perry,Titans,"555,000","505,000"
"2,020",JaMycal Hasty,49ers,"502,353","502,353"
"2,020",Artavis Pierce,Bears,"502,353","502,353"
"2,020",Troymaine Pope,Chargers,"485,294","485,294"
"2,020",Jonathan Ward,Cardinals,"466,471","466,471"
"2,020",Salvon Ahmed,Dolphins,"466,471","466,471"
"2,020",Jonathan Williams,Lions,"441,176","535,294"
"2,020",Patrick Taylor,Packers,"402,333","407,000"
"2,020",Patrick Carr,Seahawks,"400,000","400,000"
"2,020",Jeremy Cox,Broncos,"358,824","358,824"
"2,020",LeVante Bellamy,Broncos,"341,765","341,765"
"2,020",Kenjon Barner,Buccaneers,"287,059","287,059"
"2,020",D.J. Foster,Cardinals,"223,059","223,059"
"2,020",Alfred Morris,Giants,"217,765",0
"2,020",Josh Adams,Jets,"214,235","214,235"
"2,020",D'Onta Foreman,Titans,"209,529","209,529"
"2,020",Reggie Bonnafon,Panthers,"205,412","205,412"
"2,020",Wendell Smallwood,Steelers,"204,000","204,000"
"2,020",Darius Bradwell,Chargers,"197,765","197,765"
"2,020",Theo Riddick,Raiders,"187,929","187,929"
"2,020",Scottie Phillips,Texans,"170,282","170,282"
"2,020",Dexter Williams,Packers,"170,282","170,282"
"2,020",Nathan Cottrell,Jaguars,"170,282","170,282"
"2,020",Lamar Miller,Bears,"156,000","156,000"
"2,020",Darius Anderson,Colts,"142,800","142,800"
"2,020",Ty Williams,Ravens,"142,800","142,800"
"2,020",John Kelly,Browns,"142,800","142,800"
"2,020",Kerrith Whyte,Lions,"142,800","142,800"
"2,020",Tony Jones,Saints,"142,800","142,800"
"2,020",Jacques Patrick,Bengals,"142,800","142,800"
"2,020",Johnny Stanton,Browns,"142,800","142,800"
"2,020",Elijah Holyfield,Eagles,"142,800","142,800"
"2,020",Darius Jackson,Colts,"134,400","134,400"
"2,020",Austin Walter,49ers,"126,000","126,000"
"2,020",C.J. Prosise,Texans,"120,000","120,000"
"2,020",Pete Guerriero,Panthers,"117,600","117,600"
"2,020",Adrian Killins,Eagles,"109,200","109,200"
"2,020",Antonio Williams,Bills,"109,200","109,200"
"2,020",Kalen Ballage,Chargers,"109,200","109,200"
"2,020",Rodney Smith,Panthers,"100,800","100,800"
"2,020",Aca'Cedric Ware,Buccaneers,"100,800","100,800"
"2,020",Damarea Crockett,Broncos,"92,400","92,400"
"2,020",Khalfani Muhammad,Cardinals,"84,000","84,000"
"2,020",Dalyn Dawkins,Lions,"84,000","84,000"
"2,020",Damien Williams,Chiefs,"50,000","200,000"
"2,020",Christian Wade,Bills,0,0
"2,020",Sandro Platzgummer,Giants,0,0
"2,020",Brandon Bolden,Patriots,0,"150,000"
"2,019",David Johnson,Cardinals,"9,750,000","6,656,250"
"2,019",Todd Gurley,Rams,"9,200,000","5,000,000"
"2,019",Le'Veon Bell,Jets,"8,968,750","14,468,750"
"2,019",Leonard Fournette,Jaguars,"7,404,786","2,933,262"
"2,019",Lamar Miller,Texans,"7,203,125","5,500,000"
"2,019",Saquon Barkley,Giants,"7,089,716","1,897,943"
"2,019",Devonta Freeman,Falcons,"6,750,000","3,750,000"
"2,019",Ezekiel Elliott,Cowboys,"6,339,653","8,252,137"
"2,019",Jerick McKinnon,49ers,"5,750,000","3,750,000"
"2,019",Giovani Bernard,Bengals,"5,316,666","5,900,000"
"2,019",Dion Lewis,Titans,"4,862,500","4,300,000"
"2,019",Christian McCaffrey,Panthers,"4,702,174","2,032,392"
"2,019",James White,Patriots,"4,625,000","3,218,750"
"2,019",Melvin Gordon,Chargers,"4,615,882","4,615,882"
"2,019",Chris Thompson,Washington,"3,906,250","3,000,000"
"2,019",Tevin Coleman,49ers,"3,600,000","3,568,750"
"2,019",Mark Ingram,Ravens,"3,333,333","6,000,000"
"2,019",Jalen Richard,Raiders,"3,095,000","3,095,000"
"2,019",Rex Burkhead,Patriots,"3,000,000","2,156,250"
"2,019",LeSean McCoy,Chiefs,"3,000,000","3,000,000"
"2,019",Theo Riddick,Broncos,"2,468,750","2,500,000"
"2,019",Rashaad Penny,Seahawks,"2,446,690","969,338"
"2,019",Duke Johnson,Texans,"2,200,000","2,200,000"
"2,019",Sony Michel,Patriots,"2,187,885","917,577"
"2,019",Josh Jacobs,Raiders,"2,169,709","7,193,836"
"2,019",Peyton Barber,Buccaneers,"2,125,000","2,125,000"
"2,019",Malcolm Brown,Rams,"2,125,000","2,200,000"
"2,019",Jason Verrett,49ers,"2,062,500","2,062,500"
"2,019",Jordan Howard,Eagles,"2,025,000","2,025,000"
"2,019",Frank Gore,Bills,"2,000,000","2,000,000"
"2,019",Raheem Mostert,49ers,"1,983,333","2,650,000"
"2,019",Carlos Hyde,Texans,"1,900,000","1,900,000"
"2,019",Latavius Murray,Saints,"1,850,000","4,400,000"
"2,019",Adrian Peterson,Washington,"1,780,000","2,530,000"
"2,019",Damien Williams,Chiefs,"1,733,333","1,200,000"
"2,019",Dalvin Cook,Vikings,"1,732,721","1,042,574"
"2,019",Derrick Henry,Titans,"1,720,705","1,187,445"
"2,019",Brandon Bolden,Patriots,"1,700,000","2,187,500"
"2,019",Nick Chubb,Browns,"1,677,976","815,595"
"2,019",Ronald Jones II,Buccaneers,"1,607,256","801,451"
"2,019",Joe Mixon,Bengals,"1,486,408","960,470"
"2,019",Kerryon Johnson,Lions,"1,478,113","775,623"
"2,019",Darren Sproles,Eagles,"1,330,000","1,330,000"
"2,019",T.J. Yeldon,Bills,"1,300,000","1,550,000"
"2,019",Isaiah Crowell,Raiders,"1,250,000","1,000,000"
"2,019",Kenyan Drake,Cardinals,"1,072,059","1,072,059"
"2,019",Alvin Kamara,Saints,"1,050,693","807,500"
"2,019",Derrius Guice,Washington,"1,032,258","686,452"
"2,019",Miles Sanders,Eagles,"974,587","2,413,348"
"2,019",C.J. Prosise,Seahawks,"918,116","745,000"
"2,019",Royce Freeman,Broncos,"910,255","661,000"
"2,019",James Conner,Steelers,"844,572","668,000"
"2,019",Devontae Booker,Broncos,"815,848","720,000"
"2,019",Tarik Cohen,Bears,"803,289","645,000"
"2,019",DeAndre Washington,Raiders,"787,299","720,000"
"2,019",Jamaal Williams,Packers,"786,498","645,000"
"2,019",Darrell Henderson,Rams,"767,664","1,585,656"
"2,019",David Montgomery,Bears,"756,545","1,541,180"
"2,019",Devin Singletary,Bills,"753,956","1,530,824"
"2,019",Nyheim Hines,Colts,"751,137","570,000"
"2,019",Wayne Gallman,Giants,"749,912","645,000"
"2,019",Marlon Mack,Colts,"749,912","645,000"
"2,019",Ty Montgomery,Jets,"735,000","895,000"
"2,019",Taiwan Jones,Texans,"735,000","1,020,000"
"2,019",Kenjon Barner,Falcons,"735,000","895,000"
"2,019",Bilal Powell,Jets,"735,000","1,020,000"
"2,019",Ameer Abdullah,Vikings,"735,000","810,000"
"2,019",Anthony Sherman,Chiefs,"735,000","1,020,000"
"2,019",Ito Smith,Falcons,"725,218","570,000"
"2,019",Dwayne Washington,Saints,"720,000","720,000"
"2,019",Wendell Smallwood,Washington,"720,000","720,000"
"2,019",Jonathan Williams,Colts,"720,000","720,000"
"2,019",David Fluellen,Titans,"720,000","720,000"
"2,019",Damien Harris,Patriots,"716,534","1,381,136"
"2,019",Alexander Mattison,Vikings,"700,545","1,317,180"
"2,019",Aaron Jones,Packers,"695,487","645,000"
"2,019",Chase Edmonds,Cardinals,"683,089","570,000"
"2,019",Justice Hill,Ravens,"680,414","1,236,656"
"2,019",Kalen Ballage,Dolphins,"675,648","528,353"
"2,019",Kareem Hunt,Browns,"671,470","596,471"
"2,019",Benjamin Snell Jr.,Steelers,"670,517","1,197,068"
"2,019",Tony Pollard,Cowboys,"662,582","1,165,328"
"2,019",Chris Carson,Seahawks,"661,285","645,000"
"2,019",Corey Clement,Eagles,"648,334","645,000"
"2,019",Matt Breida,49ers,"646,668","645,000"
"2,019",Austin Ekeler,Chargers,"646,668","645,000"
"2,019",C.J. Ham,Vikings,"645,000","645,000"
"2,019",Brian Hill,Falcons,"645,000","645,000"
"2,019",Troymaine Pope,Chargers,"645,000","645,000"
"2,019",Elijhaa Penny,Giants,"645,000","645,000"
"2,019",T.J. Logan,Buccaneers,"645,000","645,000"
"2,019",Bryce Love,Washington,"642,289","1,208,038"
"2,019",Jordan Wilkins,Colts,"630,310","570,000"
"2,019",Ryquell Armstead,Jaguars,"581,769","842,076"
"2,019",Phillip Lindsay,Broncos,"575,000","570,000"
"2,019",Qadree Ollison,Falcons,"572,891","806,564"
"2,019",Mike Boone,Vikings,"572,500","570,000"
"2,019",Buddy Howell,Texans,"570,000","570,000"
"2,019",Gus Edwards,Ravens,"570,000","570,000"
"2,019",Justin Jackson,Chargers,"570,000","570,000"
"2,019",Dontrell Hilliard,Browns,"559,588","559,588"
"2,019",Trayveon Williams,Bengals,"540,496","676,984"
"2,019",D.J. Foster,Cardinals,"539,118","539,118"
"2,019",Jordan Scarlett,Panthers,"538,238","771,188"
"2,019",Ty Johnson,Lions,"538,139","667,556"
"2,019",Dexter Williams,Packers,"536,514","661,056"
"2,019",Jeff Wilson,49ers,"536,471","536,471"
"2,019",Darrel Williams,Chiefs,"533,353","528,353"
"2,019",Travis Homer,Seahawks,"530,840","638,360"
"2,019",Darwin Thompson,Chiefs,"526,960","622,840"
"2,019",Trenton Cannon,Jets,"511,101","476,294"
