Year,Player,Team,CapHit,CashSpent
"2,015",Bishop Sankey,Titans,"873,522","594,704"
"2,015",Chris Johnson,Cardinals,"870,000","1,150,000"
"2,015",Jeremy Hill,Bengals,"853,091","590,618"
"2,015",Carlos Hyde,49ers,"836,745","587,349"
"2,015",Matt Asiata,Vikings,"800,000","800,000"
"2,015",Ameer Abdullah,Lions,"755,659","1,717,636"
"2,015",Chris Polk,Texans,"753,750","753,750"
"2,015",Knile Davis,Chiefs,"736,504","610,000"
"2,015",Charles Sims,Buccaneers,"726,023","555,000"
"2,015",Tre Mason,Rams,"689,410","530,035"
"2,015",Dion Lewis,Patriots,"673,471","1,073,471"
"2,015",James Develin,Patriots,"660,000","660,000"
"2,015",Bernard Pierce,Jaguars,"660,000","660,000"
"2,015",Jerick McKinnon,Vikings,"648,750","520,000"
"2,015",Stepfan Taylor,Cardinals,"635,125","585,000"
"2,015",Fozzy Whittaker,Panthers,"635,000","660,000"
"2,015",Devonta Freeman,Falcons,"631,106","510,000"
"2,015",Jacquizz Rodgers,Bears,"625,000","785,000"
"2,015",Andre Williams,Giants,"623,400","510,000"
"2,015",Tevin Coleman,Falcons,"621,311","1,180,244"
"2,015",Ka'Deem Carey,Bears,"620,845","510,000"
"2,015",Duke Johnson,Browns,"612,523","1,145,092"
"2,015",Latavius Murray,Raiders,"611,550","585,000"
"2,015",Andre Ellington,Cardinals,"610,966","585,000"
"2,015",Rex Burkhead,Bengals,"610,550","585,000"
"2,015",James White,Patriots,"609,272","510,000"
"2,015",Theo Riddick,Lions,"607,750","585,000"
"2,015",David Johnson,Cardinals,"594,843","1,074,372"
"2,015",C.J. Anderson,Broncos,"589,168","585,000"
"2,015",Benny Cunningham,Rams,"588,334","585,000"
"2,015",Khiry Robinson,Saints,"585,334","585,000"
"2,015",Jorvorskie Lane,Buccaneers,"585,000","585,000"
"2,015",Chase Reynolds,Rams,"585,000","585,000"
"2,015",Zac Stacy,Jets,"585,000","585,000"
"2,015",Jonathan Grimes,Texans,"585,000","585,000"
"2,015",Chris Thompson,Washington,"585,000","585,000"
"2,015",Jordan Todman,Steelers,"585,000","745,000"
"2,015",Matt Jones,Washington,"584,854","1,034,416"
"2,015",Jeremy Langford,Bears,"570,906","978,624"
"2,015",Buck Allen,Ravens,"553,618","909,472"
"2,015",Derrick Coleman,Seahawks,"550,588","550,588"
"2,015",Alfred Blue,Texans,"539,483","510,000"
"2,015",Isaiah Crowell,Browns,"513,333","510,000"
"2,015",Juwan Thompson,Broncos,"511,166","510,000"
"2,015",Damien Williams,Dolphins,"511,166","510,000"
"2,015",Orleans Darkwa,Giants,"510,000","510,000"
"2,015",Antonio Andrews,Titans,"510,000","510,000"
"2,015",Kenjon Barner,Eagles,"510,000","510,000"
"2,015",Charcandrick West,Chiefs,"510,000","510,000"
"2,015",Mike Davis,49ers,"497,136","848,721"
"2,015",Karlos Williams,Bills,"488,838","650,352"
"2,015",Cameron Artis-Payne,Panthers,"476,563","601,252"
"2,015",Lorenzo Taliaferro,Ravens,"460,205","385,059"
"2,015",David Cobb,Titans,"441,088","624,529"
"2,015",Glenn Winston,Browns,"437,117","437,117"
"2,015",Brandon Wegher,Panthers,"435,833","437,500"
"2,015",Terron Ward,Falcons,"435,333","436,000"
"2,015",Jay Ajayi,Dolphins,"435,144","614,518"
"2,015",Marcus Murphy,Saints,"431,675","483,641"
"2,015",Nikita Whitlock,Giants,"421,235","421,235"
"2,015",Thomas Rawls,Seahawks,"419,353","429,353"
"2,015",Branden Oliver,Chargers,"416,294","416,294"
"2,015",Matthew Tucker,Eagles,"395,471","395,471"
"2,015",Joe Banyard,Jaguars,"378,529","378,529"
"2,015",Corey Grant,Jaguars,"360,960","364,294"
"2,015",Zach Zenner,Lions,"360,960","364,294"
"2,015",Spencer Ware,Chiefs,"360,000","360,000"
"2,015",Tyler Varga,Colts,"354,412","359,412"
"2,015",Ahmad Bradshaw,Colts,"343,235","487,059"
"2,015",Silas Redd,Washington,"335,666","333,000"
"2,015",Shaun Draughn,49ers,"333,412","333,412"
"2,015",Michael Hill,Cowboys,"333,000","333,000"
"2,015",Senorise Perry,Bears,"333,000","333,000"
"2,015",Collin Mooney,Falcons,"333,000","333,000"
"2,015",George Winn,Lions,"330,000","330,000"
"2,015",Luke Lundy,Browns,"318,000","318,000"
"2,015",Tyler Gaffney,Patriots,"318,000","318,000"
"2,015",Tim Hightower,Saints,"309,706","394,412"
"2,015",Rod Smith,Cowboys,"307,059","307,059"
"2,015",Cierre Wood,Bills,"295,059","295,059"
"2,015",Robert Turbin,Cowboys,"271,765","271,765"
"2,015",Kendall Gaskins,49ers,"255,882","255,882"
"2,015",Dan Herron,Colts,"232,941","232,941"
"2,015",Terrance West,Ravens,"210,000","210,000"
"2,015",Fitzgerald Toussaint,Steelers,"180,000","180,000"
"2,015",Akeem Hunt,Texans,"179,118","179,118"
"2,015",Mike Gillislee,Bills,"150,000","150,000"
"2,015",Kerwynn Williams,Cardinals,"150,000","150,000"
"2,015",Pierre Thomas,Washington,"137,647","204,706"
"2,015",John Crockett,Packers,"127,941","127,941"
"2,015",Austin Johnson,Saints,"120,000","120,000"
"2,015",Kendall Hunter,Saints,"116,471","116,471"
"2,015",Bryce Brown,Seahawks,"116,471","116,471"
"2,015",Terrell Watson,Bengals,"112,200","112,200"
"2,015",James Wilder,Bengals,"112,200","112,200"
"2,015",David Fluellen,Titans,"112,200","112,200"
"2,015",Dom Williams,Vikings,"112,200","112,200"
"2,015",Zach Laskey,Rams,"112,200","112,200"
"2,015",Kenny Hilliard,Texans,"112,200","112,200"
"2,015",Christine Michael,Seahawks,"103,235","103,235"
"2,015",Paul Lasike,Bears,"99,000","99,000"
"2,015",Jonas Gray,Jaguars,"90,000","90,000"
"2,015",Darrin Reaves,Chiefs,"79,200","79,200"
"2,015",Travaris Cadet,Saints,"77,647","77,647"
"2,015",DuJuan Harris,49ers,"77,647","77,647"
"2,015",Raheem Mostert,Browns,"76,765","76,765"
"2,015",Terrence Magee,Ravens,"76,765","76,765"
"2,015",Kapri Bibbs,Broncos,"72,600","72,600"
"2,015",Robert Hughes,Cardinals,"72,600","72,600"
"2,015",Mike James,Buccaneers,"68,824","68,824"
"2,015",Steven Jackson,Patriots,"68,824","114,118"
"2,015",Gus Johnson,Falcons,"66,000","66,000"
"2,015",Trey Watts,Rams,"60,000","60,000"
"2,015",Trey Williams,Colts,"51,177","51,177"
"2,015",Dreamius Smith,Chargers,"51,176","51,176"
"2,015",Jarryd Hayne,49ers,"51,176","51,176"
"2,015",Brandon Cottom,Seahawks,"46,200","46,200"
"2,015",Josh Robinson,Colts,"46,200","46,200"
"2,015",George Atkinson III,Raiders,"46,200","46,200"
"2,015",Ben Malena,Cowboys,"33,000","33,000"
"2,015",Rajion Neal,Steelers,"33,000","33,000"
"2,015",Mack Brown,Washington,"26,400","26,400"
"2,015",Ross Scheuerman,Packers,"26,400","26,400"
"2,015",Bronson Hill,Saints,"26,400","26,400"
"2,015",Toben Opurum,Saints,"25,588","25,588"
"2,015",Malcolm Brown,Rams,"25,588","25,588"
"2,015",LaDarius Perkins,Colts,"19,800","19,800"
"2,015",Montee Ball,Patriots,"19,800","19,800"
"2,015",Marion Grice,Cardinals,"13,200","13,200"
"2,015",Alonzo Harris,Ravens,"13,200","13,200"
"2,015",Jahwan Edwards,Dolphins,"13,200","13,200"
"2,015",Kevin Monangai,Eagles,"6,600","6,600"
"2,015",Daryl Richardson,Browns,"6,600","6,600"
"2,015",Manasseh Garner,Bills,"6,600","6,600"
"2,014",Adrian Peterson,Vikings,"12,326,471","9,926,471"
"2,014",LeSean McCoy,Eagles,"9,700,000","8,000,000"
"2,014",Jamaal Charles,Chiefs,"9,633,333","8,300,000"
"2,014",Arian Foster,Texans,"8,456,250","6,156,250"
"2,014",Marshawn Lynch,Seahawks,"8,000,000","6,500,000"
"2,014",Matt Forte,Bears,"7,900,000","6,900,000"
"2,014",Frank Gore,49ers,"6,450,000","6,450,000"
"2,014",DeAngelo Williams,Panthers,"6,000,000","2,000,000"
"2,014",C.J. Spiller,Bills,"5,916,666","3,748,750"
"2,014",Jonathan Stewart,Panthers,"4,585,000","8,285,000"
"2,014",Steven Jackson,Falcons,"4,166,666","3,000,000"
"2,014",Toby Gerhart,Jaguars,"4,000,000","4,000,000"
"2,014",James Casey,Eagles,"3,985,000","3,985,000"
"2,014",Fred Jackson,Bills,"3,850,000","2,700,000"
"2,014",Ryan Mathews,Chargers,"3,612,000","1,978,250"
"2,014",Shonn Greene,Titans,"3,233,333","2,400,000"
"2,014",Knowshon Moreno,Dolphins,"3,000,000","2,756,250"
"2,014",Reggie Bush,Lions,"2,944,117","3,500,000"
"2,014",Chris Johnson,Jets,"2,750,000","4,000,000"
"2,014",Maurice Jones-Drew,Raiders,"2,500,000","2,500,000"
"2,014",Mark Ingram,Saints,"2,359,875","1,386,375"
"2,014",Joique Bell,Lions,"2,300,000","4,300,000"
"2,014",Trent Richardson,Colts,"2,252,708","2,252,708"
"2,014",Danny Woodhead,Chargers,"2,250,000","3,750,000"
"2,014",Dexter McCluster,Titans,"2,000,000","4,000,000"
"2,014",Darren Sproles,Eagles,"2,000,000","4,100,000"
"2,014",Doug Martin,Buccaneers,"1,851,144","1,007,048"
"2,014",Donald Brown,Chargers,"1,833,333","4,000,000"
"2,014",David Wilson,Giants,"1,823,046","997,682"
"2,014",Chris Ivory,Jets,"1,750,000","1,000,000"
"2,014",Darren McFadden,Raiders,"1,750,000","1,750,000"
"2,014",Taiwan Jones,Raiders,"1,651,250","1,550,000"
"2,014",DeMarco Murray,Cowboys,"1,596,625","1,431,000"
"2,014",Pierre Thomas,Saints,"1,570,000","2,400,000"
"2,014",Roy Helu,Washington,"1,548,563","1,431,000"
"2,014",Bilal Powell,Jets,"1,531,125","1,431,000"
"2,014",Jacquizz Rodgers,Falcons,"1,478,750","1,431,000"
"2,014",James Starks,Packers,"1,412,500","1,775,000"
"2,014",Rashad Jennings,Giants,"1,312,500","3,000,000"
"2,014",Giovani Bernard,Bengals,"1,193,941","643,788"
"2,014",Isaiah Pead,Rams,"1,101,300","757,100"
"2,014",Shane Vereen,Patriots,"1,101,275","846,975"
"2,014",Cedric Peerman,Bengals,"1,050,000","1,050,000"
"2,014",Anthony Dixon,Bills,"1,016,666","1,350,000"
"2,014",Stevan Ridley,Patriots,"939,750","777,750"
"2,014",Le'Veon Bell,Steelers,"936,500","592,300"
"2,014",Peyton Hillis,Giants,"855,000","855,000"
"2,014",Ronnie Hillman,Broncos,"807,708","635,000"
"2,014",Kendall Hunter,49ers,"804,805","745,000"
"2,014",Montee Ball,Broncos,"787,347","562,469"
"2,014",Eddie Lacy,Packers,"771,003","559,201"
"2,014",Christine Michael,Seahawks,"766,916","558,383"
"2,014",Antone Smith,Falcons,"762,500","730,000"
"2,014",Richie Brockel,Panthers,"755,000","830,000"
"2,014",Tony Fiammetta,Bears,"730,000","730,000"
"2,014",Bernard Pierce,Ravens,"708,986","570,000"
"2,014",Bishop Sankey,Titans,"698,818","1,535,272"
"2,014",Lamar Miller,Dolphins,"691,500","570,000"
"2,014",Robert Turbin,Seahawks,"684,114","570,000"
"2,014",Jeremy Hill,Bengals,"682,473","1,469,892"
"2,014",Carlos Hyde,49ers,"669,396","1,417,584"
"2,014",Knile Davis,Chiefs,"646,504","520,000"
"2,014",DuJuan Harris,Packers,"645,000","645,000"
"2,014",Jordan Todman,Jaguars,"645,000","645,000"
"2,014",Jonathan Dwyer,Cardinals,"635,000","795,000"
"2,014",Leon Washington,Titans,"635,000","920,000"
"2,014",Cyrus Gray,Chiefs,"605,418","578,500"
"2,014",Alfred Morris,Washington,"600,775","570,000"
"2,014",Tre Mason,Rams,"579,375","1,057,500"
"2,014",Brandon Bolden,Patriots,"574,582","570,000"
"2,014",Chris Polk,Eagles,"573,334","570,000"
"2,014",Travaris Cadet,Saints,"571,668","570,000"
"2,014",Bobby Rainey,Buccaneers,"570,000","570,000"
"2,014",Lance Dunbar,Cowboys,"570,000","570,000"
"2,014",Will Ta'ufo'ou,Jaguars,"570,000","570,000"
"2,014",James Develin,Patriots,"570,000","570,000"
"2,014",Bradie Ewing,Jaguars,"570,000","570,000"
"2,014",Matt Asiata,Vikings,"570,000","570,000"
"2,014",Bryce Brown,Bills,"570,000","570,000"
"2,014",Dan Herron,Colts,"570,000","570,000"
"2,014",Justin Forsett,Ravens,"570,000","730,000"
"2,014",Daniel Thomas,Dolphins,"569,118","569,118"
"2,014",Terrance West,Browns,"551,850","947,400"
"2,014",Dri Archer,Steelers,"546,504","926,016"
"2,014",Stepfan Taylor,Cardinals,"545,125","495,000"
"2,014",Joseph Randle,Cowboys,"542,220","495,000"
"2,014",Devonta Freeman,Falcons,"541,106","904,424"
"2,014",Zac Stacy,Rams,"539,125","495,000"
"2,014",Charles Sims,Buccaneers,"535,964","1,049,033"
"2,014",Andre Williams,Giants,"533,400","873,600"
"2,014",Vick Ballard,Colts,"531,140","495,000"
"2,014",Ka'Deem Carey,Bears,"530,845","863,380"
"2,014",Kory Sheets,Raiders,"525,000","525,000"
"2,014",Jerick McKinnon,Vikings,"521,221","907,471"
"2,014",Andre Ellington,Cardinals,"520,966","495,000"
"2,014",Mike James,Buccaneers,"520,788","495,000"
"2,014",Rex Burkhead,Bengals,"520,550","495,000"
"2,014",James White,Patriots,"519,272","817,088"
"2,014",Theo Riddick,Lions,"517,750","495,000"
"2,014",C.J. Anderson,Broncos,"499,166","495,000"
"2,014",Benny Cunningham,Rams,"498,333","495,000"
"2,014",Khiry Robinson,Saints,"495,333","495,000"
"2,014",Chase Reynolds,Rams,"495,000","495,000"
"2,014",Fozzy Whittaker,Panthers,"495,000","495,000"
"2,014",Jonathan Grimes,Texans,"495,000","495,000"
"2,014",Robert Hughes,Cardinals,"495,000","495,000"
"2,014",Ahmad Bradshaw,Colts,"486,353","702,529"
"2,014",Lorenzo Taliaferro,Ravens,"481,381","706,819"
"2,014",Joe Banyard,Vikings,"465,882","465,882"
"2,014",Alfred Blue,Texans,"449,483","537,932"
"2,014",Latavius Murray,Raiders,"446,550","420,000"
"2,014",Joe McKnight,Chiefs,"437,000","437,000"
"2,014",Storm Johnson,Jaguars,"435,682","482,728"
"2,014",Isaiah Crowell,Browns,"423,333","430,000"
"2,014",Silas Redd,Washington,"422,666","428,000"
"2,014",Trey Watts,Rams,"422,000","426,000"
"2,014",Damien Williams,Dolphins,"421,166","423,500"
"2,014",Juwan Thompson,Broncos,"421,166","423,500"
"2,014",Senorise Perry,Bears,"420,000","420,000"
"2,014",Branden Oliver,Chargers,"420,000","420,000"
"2,014",Glenn Winston,Browns,"420,000","420,000"
"2,014",Ronnie Brown,Chargers,"402,353","603,529"
"2,014",Derrick Coleman,Seahawks,"390,883","390,883"
"2,014",Jorvorskie Lane,Buccaneers,"384,706","384,706"
"2,014",Austin Johnson,Saints,"364,941","364,941"
"2,014",Mike Gillislee,Dolphins,"358,700","318,000"
"2,014",Marion Grice,Cardinals,"345,882","345,882"
"2,014",George Winn,Lions,"321,176","321,176"
"2,014",Tyler Gaffney,Patriots,"303,000","303,000"
"2,014",Michael Cox,Giants,"276,529","276,529"
"2,014",Jonas Gray,Patriots,"271,765","271,765"
"2,014",Alfonso Smith,49ers,"265,588","265,588"
"2,014",LeGarrette Blount,Patriots,"257,647","257,647"
"2,014",Antonio Andrews,Titans,"247,059","247,059"
"2,014",LaMichael James,Dolphins,"234,706","234,706"
"2,014",Jeremy Stewart,Broncos,"201,176","201,176"
"2,014",Orleans Darkwa,Giants,"172,941","172,941"
"2,014",Charcandrick West,Chiefs,"172,941","172,941"
"2,014",Marcus Thigpen,Bills,"167,647","167,647"
"2,014",Zurlon Tipton,Colts,"148,235","148,235"
"2,014",Josh Harris,Steelers,"148,235","148,235"
"2,014",Chris Ogbonnaya,Giants,"134,118","171,765"
"2,014",Shaun Draughn,Browns,"134,118","134,118"
"2,014",George Atkinson III,Raiders,"123,529","123,529"
"2,014",Kendall Gaskins,49ers,"107,100","107,100"
"2,014",James Wilder,Bengals,"107,100","107,100"
"2,014",Daryl Richardson,Jets,"107,100","107,100"
"2,014",Matthew Tucker,Eagles,"107,100","107,100"
"2,014",Ryan Williams,Cowboys,"107,100","107,100"
"2,014",Demitrius Bronson,Seahawks,"107,100","107,100"
"2,014",Onterio McCalebb,Bengals,"100,800","100,800"
"2,014",Kerwynn Williams,Cardinals,"98,824","98,824"
"2,014",Eric Kettani,Jaguars,"88,200",0
"2,014",D.J. Adams,Chargers,"88,200","88,200"
"2,014",Chris Thompson,Washington,"87,353","87,353"
"2,014",Lache Seastrunk,Titans,"81,900","81,900"
"2,014",Phillip Tanner,49ers,"75,882","75,882"
"2,014",Fitzgerald Toussaint,Ravens,"74,118","74,118"
"2,014",Evan Rodriguez,Buccaneers,"67,059","67,059"
"2,014",Ben Malena,Texans,"56,700","56,700"
"2,014",Darrin Reaves,Panthers,"56,700","56,700"
"2,014",Kenjon Barner,Eagles,"50,400","50,400"
"2,014",Rajion Neal,Packers,"50,400","50,400"
"2,014",Kiero Small,Ravens,"44,100","44,100"
"2,014",Dom Williams,Vikings,"37,800","37,800"
"2,014",LaDarius Perkins,Steelers,"37,800","37,800"
"2,014",Edwin Baker,Saints,"37,800","37,800"
"2,014",Henry Josey,Vikings,"33,529","33,529"
"2,014",Kapri Bibbs,Broncos,"31,500","31,500"
"2,014",Jeff Demps,Colts,"31,500","31,500"
"2,014",Jerome Smith,Falcons,"24,706","24,706"
"2,014",Michael Hill,Washington,"18,900","18,900"
"2,014",Zach Bauman,Cardinals,"12,600","12,600"
"2,014",Tauren Poole,Ravens,"12,600","12,600"
"2,014",Nikita Whitlock,Giants,"12,600","12,600"
"2,014",Ronnie Wingo,Falcons,"6,300","6,300"
"2,014",Michael Hill,Colts,0,0
"2,013",Adrian Peterson,Vikings,"13,900,000","11,500,000"
"2,013",Chris Johnson,Titans,"12,000,000","10,000,000"
"2,013",Darren McFadden,Raiders,"9,655,084","5,826,250"
"2,013",Marshawn Lynch,Seahawks,"8,500,000","7,000,000"
"2,013",Arian Foster,Texans,"8,250,000","5,500,000"
"2,013",Matt Forte,Bears,"7,300,000","6,300,000"
"2,013",Maurice Jones-Drew,Jaguars,"6,800,000","4,950,000"
"2,013",Frank Gore,49ers,"6,450,000","6,450,000"
"2,013",Ray Rice,Ravens,"5,750,000","8,000,000"
"2,013",DeAngelo Williams,Panthers,"5,000,000","5,000,000"
"2,013",LeSean McCoy,Eagles,"4,950,000","3,250,000"
"2,013",Jamaal Charles,Chiefs,"4,333,333","3,000,000"
"2,013",James Casey,Eagles,"4,015,000","4,015,000"
"2,013",Darren Sproles,Saints,"3,750,000","3,000,000"
"2,013",C.J. Spiller,Bills,"3,718,750","1,550,834"
"2,013",Fred Jackson,Bills,"3,700,000","2,850,000"
"2,013",Michael Bush,Bears,"3,550,000","2,550,000"
"2,013",Knowshon Moreno,Broncos,"3,343,880","1,700,000"
"2,013",BenJarvus Green-Ellis,Bengals,"3,250,000","2,500,000"
"2,013",Jonathan Stewart,Panthers,"3,015,000","3,215,000"
"2,013",Steven Jackson,Falcons,"2,916,666","5,250,000"
"2,013",Ryan Mathews,Chargers,"2,829,250","1,195,500"
"2,013",Donald Brown,Colts,"2,720,000","1,705,000"
"2,013",Shonn Greene,Titans,"2,583,333","4,250,000"
"2,013",Pierre Thomas,Saints,"2,500,000","2,500,000"
"2,013",Rashard Mendenhall,Cardinals,"2,500,000","2,500,000"
"2,013",Andre Brown,Giants,"2,023,000","2,023,000"
"2,013",Mark Ingram,Saints,"2,022,750","1,049,250"
"2,013",Reggie Bush,Lions,"2,000,000","5,000,000"
"2,013",Ahmad Bradshaw,Colts,"1,918,750","1,471,875"
"2,013",Doug Martin,Buccaneers,"1,542,620","698,524"
"2,013",David Wilson,Giants,"1,519,205","693,841"
"2,013",Chris Ivory,Jets,"1,500,000","3,000,000"
"2,013",Vonta Leach,Ravens,"1,470,000","2,000,000"
"2,013",Ryan Williams,Cardinals,"1,365,663","830,221"
"2,013",Danny Woodhead,Chargers,"1,250,000","1,750,000"
"2,013",Jason Snelling,Falcons,"1,208,333","850,000"
"2,013",Trent Richardson,Colts,"1,165,901","1,321,354"
"2,013",Cedric Peerman,Bengals,"1,115,000","1,115,000"
"2,013",Justin Forsett,Jaguars,"1,050,000","1,150,000"
"2,013",Ronnie Brown,Chargers,"1,050,000","1,050,000"
"2,013",Toby Gerhart,Vikings,"1,013,500","642,150"
"2,013",Greg Jones,Texans,"1,000,000","1,000,000"
"2,013",Giovani Bernard,Bengals,"955,153","2,605,612"
"2,013",Shane Vereen,Patriots,"943,950","689,650"
"2,013",Mikel Leshoure,Lions,"929,259","687,198"
"2,013",Ben Tate,Texans,"899,250","630,000"
"2,013",Isaiah Pead,Rams,"884,012","539,812"
"2,013",Daniel Thomas,Dolphins,"882,652","669,217"
"2,013",DeMarco Murray,Cowboys,"810,938","645,313"
"2,013",Stevan Ridley,Patriots,"805,500","643,500"
"2,013",Tony Fiammetta,Bears,"780,000","780,000"
"2,013",Chris Ogbonnaya,Browns,"775,000","775,000"
"2,013",LaMichael James,49ers,"754,295","540,859"
"2,013",Le'Veon Bell,Steelers,"749,200","1,781,800"
"2,013",Ronnie Hillman,Broncos,"687,708","515,000"
"2,013",LeGarrette Blount,Patriots,"680,000","780,000"
"2,013",Roy Helu,Washington,"672,563","555,000"
"2,013",Mike Goodson,Jets,"665,275","1,331,942"
"2,013",Kendall Hunter,49ers,"664,805","555,000"
"2,013",Antone Smith,Falcons,"662,500","695,000"
"2,013",Anthony Dixon,49ers,"660,150","630,000"
"2,013",Taiwan Jones,Raiders,"656,250","555,000"
"2,013",Bilal Powell,Jets,"655,125","555,000"
"2,013",James Starks,Packers,"655,075","630,000"
"2,013",Joique Bell,Lions,"630,000","630,000"
"2,013",Rashad Jennings,Raiders,"630,000","630,000"
"2,013",Montee Ball,Broncos,"629,878","1,304,512"
"2,013",Brian Leonard,Buccaneers,"620,000","780,000"
"2,013",LaRod Stephens-Howling,Steelers,"620,000","780,000"
"2,013",Bernard Pierce,Ravens,"618,986","480,000"
"2,013",Eddie Lacy,Packers,"616,802","1,252,208"
"2,013",Christine Michael,Seahawks,"613,533","1,239,132"
"2,013",Jacquizz Rodgers,Falcons,"602,750","555,000"
"2,013",Lamar Miller,Dolphins,"601,500","480,000"
"2,013",Robert Turbin,Seahawks,"594,114","480,000"
"2,013",Jonathan Dwyer,Steelers,"592,941","592,941"
"2,013",Felix Jones,Steelers,"587,500","780,000"
"2,013",Phillip Tanner,Cowboys,"555,500","555,000"
"2,013",Jordan Todman,Jaguars,"555,000","555,000"
"2,013",Alfonso Smith,Cardinals,"555,000","555,000"
"2,013",Richie Brockel,Panthers,"555,000","555,000"
"2,013",Alex Green,Jets,"555,000","555,000"
"2,013",DuJuan Harris,Packers,"555,000","555,000"
"2,013",Dion Lewis,Browns,"555,000","555,000"
"2,013",Evan Royster,Washington,"555,000","555,000"
"2,013",Josh Vaughan,Falcons,"555,000","555,000"
"2,013",Knile Davis,Chiefs,"531,504","911,016"
"2,013",Cyrus Gray,Chiefs,"514,918","488,000"
"2,013",Alfred Morris,Washington,"510,775","480,000"
"2,013",Bryce Brown,Eagles,"492,720","480,000"
"2,013",Daryl Richardson,Rams,"491,474","480,000"
"2,013",Willis McGahee,Browns,"489,706","829,412"
"2,013",Brandon Bolden,Patriots,"484,584","480,000"
"2,013",Chris Polk,Eagles,"483,333","480,000"
"2,013",Marcus Thigpen,Dolphins,"482,500","480,000"
"2,013",Travaris Cadet,Saints,"481,666","480,000"
"2,013",Brandon Jacobs,Giants,"480,530","480,530"
"2,013",Will Ta'ufo'ou,Jaguars,"480,000","480,000"
"2,013",James Develin,Patriots,"480,000","480,000"
"2,013",Matt Asiata,Vikings,"480,000","480,000"
"2,013",Frank Summers,Bills,"480,000","480,000"
"2,013",Stanley Havili,Colts,"480,000","480,000"
"2,013",Jeremy Stewart,Raiders,"480,000","480,000"
"2,013",Johnathan Franklin,Packers,"471,955","776,056"
"2,013",Spencer Larsen,Buccaneers,"457,059","457,059"
"2,013",Stepfan Taylor,Cardinals,"455,125","605,500"
"2,013",Joseph Randle,Cowboys,"452,220","593,880"
"2,013",Zac Stacy,Rams,"449,125","581,500"
"2,013",Mike Gillislee,Dolphins,"445,700","567,800"
"2,013",Lance Dunbar,Cowboys,"438,353","438,353"
"2,013",Kenjon Barner,Panthers,"431,450","510,800"
"2,013",Andre Ellington,Cardinals,"430,966","508,864"
"2,013",Rex Burkhead,Bengals,"430,550","507,200"
"2,013",Theo Riddick,Lions,"427,750","496,000"
"2,013",Michael Cox,Giants,"416,474","450,896"
"2,013",C.J. Anderson,Broncos,"409,166","417,500"
"2,013",Benny Cunningham,Rams,"408,333","415,000"
"2,013",Michael Ford,Bears,"406,166","408,500"
"2,013",Khiry Robinson,Saints,"405,333","406,000"
"2,013",Chase Reynolds,Rams,"405,000","405,000"
"2,013",Derrick Coleman,Seahawks,"405,000","405,000"
"2,013",Chris Thompson,Washington,"403,073","541,823"
"2,013",Mike James,Buccaneers,"382,611","459,975"
"2,013",Deveron Carr,Buccaneers,"381,176","381,176"
"2,013",Collin Mooney,Titans,"377,471","377,471"
"2,013",Marcus Lattimore,49ers,"363,146","588,584"
"2,013",Spencer Ware,Seahawks,"360,535","433,609"
"2,013",Peyton Hillis,Giants,"359,118","359,118"
"2,013",Jeff Demps,Buccaneers,"349,941","349,941"
"2,013",Vick Ballard,Colts,"349,552","313,412"
"2,013",Bradie Ewing,Falcons,"347,813","301,765"
"2,013",Deji Karim,Texans,"333,529","333,529"
"2,013",Michael Robinson,Seahawks,"326,471","326,471"
"2,013",Lex Hilliard,Jets,"322,900","322,900"
"2,013",Michael Smith,Buccaneers,"319,287","303,000"
"2,013",Latavius Murray,Raiders,"314,550","394,200"
"2,013",Zach Line,Vikings,"311,313","316,647"
"2,013",Fozzy Whittaker,Browns,"309,706","309,706"
"2,013",Dan Herron,Colts,"297,176","297,176"
"2,013",Alex Debniak,49ers,"289,666","293,000"
"2,013",Michael Zordich,Panthers,"289,000","291,000"
"2,013",Quentin Hines,Patriots,"288,333","289,000"
"2,013",John Griffin,Jets,"288,000","288,000"
"2,013",Bobby Rainey,Buccaneers,"282,353","282,353"
"2,013",Matthew Tucker,Eagles,"262,059","262,059"
"2,013",Leon Washington,Titans,"247,059","247,059"
"2,013",Da'Rel Scott,Giants,"238,412","238,412"
"2,013",Ronnie Wingo,Bills,"238,235","238,235"
"2,013",Evan Rodriguez,Bills,"225,882","225,882"
"2,013",Dennis Johnson,Texans,"214,412","214,412"
"2,013",Darius Reynaud,Jets,"168,235","168,235"
"2,013",Quinn Johnson,Titans,"168,235","168,235"
"2,013",Michael Hill,Buccaneers,"166,765","166,765"
"2,013",Lonnie Pryor,Buccaneers,"142,941","142,941"
"2,013",Chris Rainey,Colts,"138,177","138,177"
"2,013",Kahlil Bell,Packers,"130,588","130,588"
"2,013",Tashard Choice,Colts,"126,176","126,176"
"2,013",Delone Carter,Jaguars,"97,941","97,941"
"2,013",Bernard Scott,Ravens,"97,941","97,941"
"2,013",Kerwynn Williams,Chargers,"72,000","72,000"
"2,013",Edwin Baker,Browns,"71,471","71,471"
"2,013",Jawan Jamison,Washington,"71,471","71,471"
"2,013",Jonathan Grimes,Texans,"56,471","56,471"
"2,013",Joe Banyard,Vikings,"47,647","47,647"
"2,013",Shaun Chapas,Jaguars,"30,000","30,000"
"2,013",Ray Graham,Texans,"23,824","23,824"
"2,013",Toben Opurum,Texans,"23,824","23,824"
"2,013",Chad Spann,Texans,"23,824","23,824"
"2,012",Adrian Peterson,Vikings,"12,705,000","8,000,000"
