playerid,year,playername,team,age,pos,g,gs,tgt,rec,catchpercent,yds,yardsperrec,tds,firstdowns,longgain,yardspertarget,recpergame,yardspergame,fumbles
BBaskHa00,2010,Hank Baskett,2TM,28,,8,0,4.0,1,25.0%,18,18.0,0,0,18,4.5,0.1,2.3,0.0
BBaskHa00,2009,Hank Baskett,2TM,27,,12,0,12.0,5,41.7%,34,6.8,0,0,9,2.8,0.4,2.8,0.0
BBaskHa00,2008,Hank Baskett,PHI,26,wr,15,6,52.0,33,63.5%,440,13.3,3,22,90,8.5,2.2,29.3,1.0
BBaskHa00,2007,Hank Baskett,PHI,25,,16,0,22.0,16,72.7%,142,8.9,1,5,25,6.5,1.0,8.9,0.0
BBaskHa00,2006,Hank Baskett,PHI,24,wr,16,5,42.0,22,52.4%,464,21.1,2,17,89,11.0,1.4,29.0,0.0
BBasnMi00,1999,Michael Basnight,CIN,22,,13,1,19.0,16,84.2%,172,10.8,0,4,47,9.1,1.2,13.2,1.0
BBatcBa00,2012,Baron Batch,PIT,25,,12,0,5.0,4,80.0%,31,7.8,0,3,15,6.2,0.3,2.6,0.0
BBateDW00,2003,D'Wayne Bates,MIN,28,wr,10,8,29.0,15,51.7%,151,10.1,1,11,18,5.2,1.5,15.1,0.0
BBateDW00,2002,D'Wayne Bates,MIN,27,WR,14,11,80.0,50,62.5%,689,13.8,4,35,59,8.6,3.6,49.2,2.0
BBateDW00,2001,D'Wayne Bates,CHI,26,,11,1,14.0,9,64.3%,160,17.8,1,6,40,11.4,0.8,14.5,0.0
BBateDW00,2000,D'Wayne Bates,CHI,25,,5,0,7.0,4,57.1%,42,10.5,0,2,18,6.0,0.8,8.4,0.0
BBateDW00,1999,D'Wayne Bates,CHI,24,,7,1,7.0,2,28.6%,19,9.5,0,1,11,2.7,0.3,2.7,0.0
BBateMa00,2000,Mario Bates,DET,27,,13,0,21.0,15,71.4%,109,7.3,0,5,17,5.2,1.2,8.4,0.0
BBateMa00,1999,Mario Bates,ARI,26,,16,2,7.0,5,71.4%,34,6.8,0,2,18,4.9,0.3,2.1,2.0
BBateMa00,1998,Mario Bates,ARI,25,,16,1,1.0,1,100.0%,14,14.0,0,1,14,14.0,0.1,0.9,0.0
BBateMi00,2000,Michael Bates,CAR,31,,16,0,8.0,5,62.5%,38,7.6,0,1,23,4.8,0.3,2.4,4.0
BBateMi00,1999,Michael Bates,CAR,30,,16,0,1.0,1,100.0%,2,2.0,0,0,2,2.0,0.1,0.1,1.0
BBatsCa00,2020,Cameron Batson,TEN,25,,7,1,8.0,8,100.0%,74,9.3,0,4,18,9.3,1.1,10.6,0.0
BBatsCa00,2018,Cameron Batson,TEN,23,,11,2,11.0,8,72.7%,82,10.3,0,5,26,7.5,0.7,7.5,1.0
BBattAr00,2009,Arnaz Battle,SFO,29,,15,0,5.0,5,100.0%,40,8.0,0,2,12,8.0,0.3,2.7,6.0
BBattAr00,2008,Arnaz Battle,SFO,28,,9,0,42.0,24,57.1%,318,13.3,0,18,36,7.6,2.7,35.3,1.0
BBattAr00,2007,Arnaz Battle,SFO,27,WR,16,15,104.0,50,48.1%,600,12.0,5,28,57,5.8,3.1,37.5,3.0
BBattAr00,2006,Arnaz Battle,SFO,26,WR,16,15,85.0,59,69.4%,686,11.6,3,36,56,8.1,3.7,42.9,2.0
BBattAr00,2005,Arnaz Battle,SFO,25,wr,10,8,54.0,32,59.3%,363,11.3,3,20,39,6.7,3.2,36.3,1.0
BBattAr00,2004,Arnaz Battle,SFO,24,,14,0,15.0,8,53.3%,143,17.9,0,4,65,9.5,0.6,10.2,2.0
BBattJa00,2014,Jackie Battle,TEN,31,,16,1,5.0,5,100.0%,28,5.6,0,2,12,5.6,0.3,1.8,0.0
BBattJa00,2013,Jackie Battle,TEN,30,,16,0,5.0,4,80.0%,36,9.0,0,1,24,7.2,0.3,2.3,0.0
BBattJa00,2012,Jackie Battle,SDG,29,rb,16,5,15.0,15,100.0%,108,7.2,1,7,18,7.2,0.9,6.8,0.0
BBattJa00,2011,Jackie Battle,KAN,28,,15,4,13.0,9,69.2%,68,7.6,0,2,24,5.2,0.6,4.5,0.0
BBattJa00,2010,Jackie Battle,KAN,27,,16,0,3.0,1,33.3%,9,9.0,0,0,9,3.0,0.1,0.6,0.0
BBattJa00,2009,Jackie Battle,KAN,26,,5,0,2.0,2,100.0%,-3,-1.5,0,0,3,-1.5,0.4,-0.6,0.0
BBattJa00,2008,Jackie Battle,KAN,25,,9,0,1.0,1,100.0%,-2,-2.0,0,0,-2,-2.0,0.1,-0.2,0.0
BBattJa00,2007,Jackie Battle,KAN,24,,3,0,5.0,1,20.0%,4,4.0,0,0,4,0.8,0.3,1.3,0.0
BBattMa00,2001,Marco Battaglia,2TM,28,,11,1,24.0,14,58.3%,127,9.1,0,0,17,5.3,1.3,11.5,1.0
BBattMa00,2000,Marco Battaglia,CIN,27,TE,16,10,36.0,13,36.1%,105,8.1,0,3,15,2.9,0.8,6.6,0.0
