Year,2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994
SalaryCap,,,256000000,241000000,227500000,176000000,198200000,188200000,177200000,167000000,155270000,143280000,133000000,123000000,120600000,120000000,,123000000,116000000,109000000,102000000,85500000,80582000,75007000,71101000,67405000,62172000,57288000,52388000,41454000,40753000,37100000,34608000
